item_id,word_id,sense_id,headword,pinyin_tag,pinyin,word_type,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online,ValenceArousal_Valence_Mean,ValenceArousal_Valence_SD,ValenceArousal_Arousal_Mean,ValenceArousal_Arousal_SD,ValenceArousal_Men_Valence_Mean,ValenceArousal_Men_Valence_SD,ValenceArousal_Women_Valence_Mean,ValenceArousal_Women_Valence_SD,ValenceArousal_Men_Arousal_Mean,ValenceArousal_Men_Arousal_SD,ValenceArousal_Women_Arousal_Mean,ValenceArousal_Women_Arousal_SD,SUBTLEXWord_WCount,SUBTLEXWord_W/million,SUBTLEXWord_logW,SUBTLEXWord_W-CD,SUBTLEXWord_W-CD%,SUBTLEXWord_logW-CD,MELD_RT,MELD_RTSD,MELD_zRT,MELD_zRTSD,MELD_ERR,Concreteness_Mean of Valid Ratings,Concreteness_SD of Valid Ratings,CLD_Phonemes,CLD_Frequency,CLD_C1Frequency,CLD_C2Frequency,CLD_FrequencyRaw,CLD_C1FrequencyRaw,CLD_C2FrequencyRaw,CLD_FrequencyWeibo,CLD_C1FrequencyWeibo,CLD_C2FrequencyWeibo,CLD_FrequencyRawWeibo,CLD_C1FrequencyRawWeibo,CLD_C2FrequencyRawWeibo,CLD_PhonologicalFrequency,CLD_C1PhonologicalFrequency,CLD_C2PhonologicalFrequency,CLD_C1FamilySize,CLD_C2FamilySize,CLD_C1FamilyFrequency,CLD_C2FamilyFrequency,CLD_Strokes,CLD_C1Strokes,CLD_C2Strokes,CLD_C1Pixels,CLD_C2Pixels,CLD_C1PictureSize,CLD_C2PictureSize,CLD_C1OLDPixels,CLD_C2OLDPixels,CLD_PhonologicalN,CLD_C1PhonologicalN,CLD_C2PhonologicalN,CLD_PLD,CLD_C1PLD,CLD_C2PLD,CLD_MeanPhonemeFrequency,CLD_C1MeanPhonemeFrequency,CLD_C2MeanPhonemeFrequency,CLD_MinPhonemeFrequency,CLD_C1MinPhonemeFrequency,CLD_C2MinPhonemeFrequency,CLD_MaxPhonemeFrequency,CLD_C1MaxPhonemeFrequency,CLD_C2MaxPhonemeFrequency,CLD_C1InitialPhonemeFrequency,CLD_C2InitialPhonemeFrequency,CLD_MeanDiphoneFrequency,CLD_MinDiphoneFrequency,CLD_MaxDiphoneFrequency,CLD_C1Friends,CLD_C2Friends,CLD_C1HomographTokens,CLD_C2HomographTokens,CLD_C1FriendsFrequency,CLD_C2FriendsFrequency,CLD_C1HomophonesFrequency,CLD_C2HomophonesFrequency,CLD_C1Entropy,CLD_C1BackwardEntropy,CLD_PMI,CLD_PSPMI,CLD_TScore,CLD_PSTScore,CLD_C1ConditionalProbability,CLD_C1BackwardConditionalProbability,CLD_EntropyCharacterFrequencies,AoA_Mean,AoA_SD
243,95,2,粉丝,fěnsī,fěnsī,1,"<entry id=""15169""><hwg><hw>粉丝<sup>2</sup></hw><pinyin>fěnsī</pinyin></hwg><def><ps>名</ps>指迷恋、崇拜某个名人的人：<ex>这位歌星拥有大批～。</ex>［英fans］</def>",名词。,名词,指迷恋、崇拜某个名人的人。,指迷恋、崇拜某个名人的人。,名词。指迷恋、崇拜某个名人的人。,这位歌星拥有大批粉丝。,29,,,1,,,,,0,0.48,1.04,2.08,1.32,0.44,1.13,0.5,1.02,2.0,1.25,2.2,1.48,994,29.63,2.9974,467,7.48,2.6693,644.84282051282,207.241597111715,-0.599237836217133,0.678133039998159,4.8780487804878,2.347826,1.112274,5,105.0482,290.716,202.4988,14171,58870,41006,129.9507,354.7592,220.3468,13177,55236,34308,105.0482,229.7109,1094.5219,66,51,221.3566,146.6864,15,10,5,4172,3227,4546,3364,2901.3,2603.5,1,14,10,2.35,1.3,1.5,88746.679,115529.6541,48572.2165,15852.8169,25493.1801,15852.8169,231562.6835,231562.6835,81291.616,25493.1801,15852.8169,17661.7031,846.3158,59561.4085,66,52,0,0,124.6627,96.3825,0.0,893.0912,1.8666,0.8886,10.2615,10.8692,358.8025,443.044,0.6583201700000000,0.8930552100000000,0.9768,11.85,4.42808025411037
244,96,1,粒子,lìzǐ,lìzǐ,1,"<entry id=""31920""><hwg><hw>粒子</hw><pinyin>lìzǐ</pinyin></hwg><def><ps>名</ps>构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。</def>",名词。,名词,构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,名词。构成物体的比原子核更简单的物质，包括电子、质子、中子、光子、介子、超子和各种反粒子等。也叫基本粒子。,中子粒子在原子核中扮演着重要的角色，它们与质子共同决定了原子核的稳定性和性质。,94,1.0,,0,,,,1.0,0,0.04,0.2,1.25,1.16,0.07,0.26,0.0,0.0,1.0,0.93,1.42,1.31,144,4.29,2.1584,70,1.12,1.8451,863.839189189189,413.17191840402,0.0916947494571573,1.30352383719537,7.5,3.076923,1.521133,4,1.8162,29.9309,3283.4173,245,6061,664892,0.9961,34.8426,3129.088,101,5425,487199,1.8162,3582.2683,582.2906,15,699,9.1327,4268.5619,14,11,3,3824,2361,3808,1565,2726.75,1730.6,9,18,9,1.5,1.0,1.55,120559.6905,177604.3699,63515.0111,45738.4062,71393.2172,45738.4062,283815.5226,283815.5226,81291.616,71393.2172,45738.4062,7866.4764,1803.4692,11932.0237,15,184,0,516,27.8354,485.9451,3552.6168,94.5293,0.2387,6.3145,4.3956,6.3427,5.8891,11.9912,0.96078431,0.00045901,0.0743,14.4545454545455,6.44926922938356
245,96,2,粒子,lì·zi,lìzi,1,"<entry id=""31921""><hwg><hw>粒子</hw><pinyin>lì·zi</pinyin></hwg><def><ps>名</ps>粒①：<ex>豆～｜盐～。</ex></def>",名词。,名词,粒。,粒。,名词。粒。,豆粒子。,11,,,1,,,,,0,0.04,0.2,1.25,1.16,0.07,0.26,0.0,0.0,1.0,0.93,1.42,1.31,144,4.29,2.1584,70,1.12,1.8451,863.839189189189,413.17191840402,0.0916947494571573,1.30352383719537,7.5,3.076923,1.521133,4,1.8162,29.9309,3283.4173,245,6061,664892,0.9961,34.8426,3129.088,101,5425,487199,1.8162,3582.2683,582.2906,15,699,9.1327,4268.5619,14,11,3,3824,2361,3808,1565,2726.75,1730.6,9,18,9,1.5,1.0,1.55,120559.6905,177604.3699,63515.0111,45738.4062,71393.2172,45738.4062,283815.5226,283815.5226,81291.616,71393.2172,45738.4062,7866.4764,1803.4692,11932.0237,15,184,0,516,27.8354,485.9451,3552.6168,94.5293,0.2387,6.3145,4.3956,6.3427,5.8891,11.9912,0.96078431,0.00045901,0.0743,14.4545454545455,6.44926922938356
246,97,1,精神,jīngshén,jīngshén,1,"<entry id=""27260""><hwg><hw>精神</hw><pinyin>jīngshén</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 指人的意识、思维活动和一般心理状态：<ex>～面貌｜～错乱｜～上的负担。</ex></def><def><num>❷</num> 宗旨；主要的意义：<ex>领会文件的～。</ex></def>",名词。,名词,指人的意识、思维活动和一般心理状态。,指人的意识、思维活动和一般心理状态。,名词。指人的意识、思维活动和一般心理状态。,精神面貌。,28,1.0,,1,,,,,0,1.0,1.22,2.32,1.18,0.5,0.84,1.16,1.3,1.92,1.38,2.69,0.85,4099,122.19,3.6127,2250,36.04,3.3522,616.771538461538,254.743601175135,-0.76800718612519,0.630212979922955,0.0,3.8,1.15669,6,170.6746,531.1704,1114.3556,23024,107562,225657,186.6371,601.8882,1307.5145,18925,93714,203580,170.6746,3546.9311,5276.2787,91,139,632.7428,1029.8888,24,14,10,4453,3848,3377,2715,2726.45,2119.7,2,10,13,1.9,1.4,1.35,152611.233,168311.3887,136911.0773,71647.235,71647.235,89533.0986,283815.5226,283815.5226,231562.6835,71647.235,89637.45,27537.7005,3803.6694,59561.4085,91,140,1,0,471.401,963.5434,2904.8554,4142.0608,3.2897,2.5172,6.5891,8.1257,126.8553,217.5548,0.2946694800000000,0.48403305,0.9074,11.4210526315789,4.61056503495184
247,97,2,精神,jīngshén,jīngshén,1,"<entry id=""27260""><hwg><hw>精神</hw><pinyin>jīngshén</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 指人的意识、思维活动和一般心理状态：<ex>～面貌｜～错乱｜～上的负担。</ex></def><def><num>❷</num> 宗旨；主要的意义：<ex>领会文件的～。</ex></def>",名词。,名词,宗旨；主要的意义。,宗旨；主要的意义。,名词。宗旨；主要的意义。,领会文件的精神。,22,,,1,,,,,0,1.0,1.22,2.32,1.18,0.5,0.84,1.16,1.3,1.92,1.38,2.69,0.85,4099,122.19,3.6127,2250,36.04,3.3522,616.771538461538,254.743601175135,-0.76800718612519,0.630212979922955,0.0,3.8,1.15669,6,170.6746,531.1704,1114.3556,23024,107562,225657,186.6371,601.8882,1307.5145,18925,93714,203580,170.6746,3546.9311,5276.2787,91,139,632.7428,1029.8888,24,14,10,4453,3848,3377,2715,2726.45,2119.7,2,10,13,1.9,1.4,1.35,152611.233,168311.3887,136911.0773,71647.235,71647.235,89533.0986,283815.5226,283815.5226,231562.6835,71647.235,89637.45,27537.7005,3803.6694,59561.4085,91,140,1,0,471.401,963.5434,2904.8554,4142.0608,3.2897,2.5172,6.5891,8.1257,126.8553,217.5548,0.2946694800000000,0.48403305,0.9074,11.4210526315789,4.61056503495184
248,97,3,精神,jīng·shen,jīngshen,1,"<entry id=""27261""><hwg><hw>精神</hw><pinyin>jīng·shen</pinyin></hwg><def><num>❶</num> <ps>名</ps>表现出来的活力：<ex>～焕发｜振作～。</ex></def><def><num>❷</num> <ps>形</ps>活跃；有生气：<ex>越干越～｜这孩子大大的眼睛，挺～的。</ex></def><def><num>❸</num> <ps>形</ps>英俊；相貌、身材好：<ex>瞧这小伙<small>儿</small>长得多～！</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://精神暴力"">精神暴力</a><a href=""entry://精神病"">精神病</a><a href=""entry://精神分裂症"">精神分裂症</a><a href=""entry://精神赔偿"">精神赔偿</a><a href=""entry://精神损耗"">精神损耗</a><a href=""entry://精神头儿"">精神头儿</a><a href=""entry://精神文明"">精神文明</a></div></ci>",名词。,名词,表现出来的活力。,表现出来的活力。,名词。表现出来的活力。,振作精神。,18,,1.0,1,,,,,0,1.0,1.22,2.32,1.18,0.5,0.84,1.16,1.3,1.92,1.38,2.69,0.85,4099,122.19,3.6127,2250,36.04,3.3522,616.771538461538,254.743601175135,-0.76800718612519,0.630212979922955,0.0,3.8,1.15669,6,170.6746,531.1704,1114.3556,23024,107562,225657,186.6371,601.8882,1307.5145,18925,93714,203580,170.6746,3546.9311,5276.2787,91,139,632.7428,1029.8888,24,14,10,4453,3848,3377,2715,2726.45,2119.7,2,10,13,1.9,1.4,1.35,152611.233,168311.3887,136911.0773,71647.235,71647.235,89533.0986,283815.5226,283815.5226,231562.6835,71647.235,89637.45,27537.7005,3803.6694,59561.4085,91,140,1,0,471.401,963.5434,2904.8554,4142.0608,3.2897,2.5172,6.5891,8.1257,126.8553,217.5548,0.2946694800000000,0.48403305,0.9074,11.4210526315789,4.61056503495184
249,97,4,精神,jīng·shen,jīngshen,1,"<entry id=""27261""><hwg><hw>精神</hw><pinyin>jīng·shen</pinyin></hwg><def><num>❶</num> <ps>名</ps>表现出来的活力：<ex>～焕发｜振作～。</ex></def><def><num>❷</num> <ps>形</ps>活跃；有生气：<ex>越干越～｜这孩子大大的眼睛，挺～的。</ex></def><def><num>❸</num> <ps>形</ps>英俊；相貌、身材好：<ex>瞧这小伙<small>儿</small>长得多～！</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://精神暴力"">精神暴力</a><a href=""entry://精神病"">精神病</a><a href=""entry://精神分裂症"">精神分裂症</a><a href=""entry://精神赔偿"">精神赔偿</a><a href=""entry://精神损耗"">精神损耗</a><a href=""entry://精神头儿"">精神头儿</a><a href=""entry://精神文明"">精神文明</a></div></ci>",形容词。,形容词,活跃；有生气。,活跃；有生气。,形容词。活跃；有生气。,越干越精神。,19,,,1,,,,,0,1.0,1.22,2.32,1.18,0.5,0.84,1.16,1.3,1.92,1.38,2.69,0.85,4099,122.19,3.6127,2250,36.04,3.3522,616.771538461538,254.743601175135,-0.76800718612519,0.630212979922955,0.0,3.8,1.15669,6,170.6746,531.1704,1114.3556,23024,107562,225657,186.6371,601.8882,1307.5145,18925,93714,203580,170.6746,3546.9311,5276.2787,91,139,632.7428,1029.8888,24,14,10,4453,3848,3377,2715,2726.45,2119.7,2,10,13,1.9,1.4,1.35,152611.233,168311.3887,136911.0773,71647.235,71647.235,89533.0986,283815.5226,283815.5226,231562.6835,71647.235,89637.45,27537.7005,3803.6694,59561.4085,91,140,1,0,471.401,963.5434,2904.8554,4142.0608,3.2897,2.5172,6.5891,8.1257,126.8553,217.5548,0.2946694800000000,0.48403305,0.9074,11.4210526315789,4.61056503495184
250,97,5,精神,jīng·shen,jīngshen,1,"<entry id=""27261""><hwg><hw>精神</hw><pinyin>jīng·shen</pinyin></hwg><def><num>❶</num> <ps>名</ps>表现出来的活力：<ex>～焕发｜振作～。</ex></def><def><num>❷</num> <ps>形</ps>活跃；有生气：<ex>越干越～｜这孩子大大的眼睛，挺～的。</ex></def><def><num>❸</num> <ps>形</ps>英俊；相貌、身材好：<ex>瞧这小伙<small>儿</small>长得多～！</ex></def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://精神暴力"">精神暴力</a><a href=""entry://精神病"">精神病</a><a href=""entry://精神分裂症"">精神分裂症</a><a href=""entry://精神赔偿"">精神赔偿</a><a href=""entry://精神损耗"">精神损耗</a><a href=""entry://精神头儿"">精神头儿</a><a href=""entry://精神文明"">精神文明</a></div></ci>",形容词。,形容词,英俊；相貌、身材好。,英俊；相貌、身材好。,形容词。英俊；相貌、身材好。,瞧这小伙儿长得多精神！,27,,,1,,,,,0,1.0,1.22,2.32,1.18,0.5,0.84,1.16,1.3,1.92,1.38,2.69,0.85,4099,122.19,3.6127,2250,36.04,3.3522,616.771538461538,254.743601175135,-0.76800718612519,0.630212979922955,0.0,3.8,1.15669,6,170.6746,531.1704,1114.3556,23024,107562,225657,186.6371,601.8882,1307.5145,18925,93714,203580,170.6746,3546.9311,5276.2787,91,139,632.7428,1029.8888,24,14,10,4453,3848,3377,2715,2726.45,2119.7,2,10,13,1.9,1.4,1.35,152611.233,168311.3887,136911.0773,71647.235,71647.235,89533.0986,283815.5226,283815.5226,231562.6835,71647.235,89637.45,27537.7005,3803.6694,59561.4085,91,140,1,0,471.401,963.5434,2904.8554,4142.0608,3.2897,2.5172,6.5891,8.1257,126.8553,217.5548,0.2946694800000000,0.48403305,0.9074,11.4210526315789,4.61056503495184
251,98,1,约数,yuēshù,yuēshù,1,"<entry id=""64115""><hwg><hw>约数<sup>1</sup></hw><pinyin>yuēshù</pinyin></hwg><def>（～<small>儿</small>）<ps>名</ps>大约的数目。</def>",名词。,名词,（约数儿）大约的数目。,大约的数目。亦作“约数儿”。,名词。大约的数目。亦作“约数儿”。,我说的只是个约数。,28,,,0,,,1.0,,0,0.17,0.49,1.57,1.2,0.13,0.35,0.2,0.56,1.58,1.16,1.55,1.29,7,0.21,0.8451,2,0.03,0.301,1029.66964285714,427.255109476694,0.624128701909489,1.42441460065167,30.0,3.48,1.357694,4,0.0667,266.6716,411.0074,9,54001,83229,0.0197,200.6166,439.7881,2,31236,68475,4.2698,365.0852,1379.7109,56,134,231.5864,498.295,19,6,13,3288,4415,3863,4735,2431.85,2912.75,0,1,25,2.05,1.8,1.0,97949.5348,54697.6872,141201.3825,17904.5738,17904.5738,89637.45,192765.315,91490.8006,192765.315,17904.5738,89637.45,4594.3884,1040.4893,9777.5093,57,125,0,11,342.4833,558.1764,22.5352,821.4678,1.1591,3.6535,-2.2116,0.1501,-0.4359,0.0269,0.00086174,0.00025704,0.967,11.6818181818182,2.80112840589652
252,98,2,约数,yuēshù,yuēshù,1,"<entry id=""64116""><hwg><hw>约数<sup>2</sup></hw><pinyin>yuēshù</pinyin></hwg><def><ps>名</ps>一个数能够整除另一数，这个数就是另一数的约数。如2、3、4、6都能整除12，因此2、3、4、6都是12的约数。也叫因数。</def>",名词。,名词,一个数能够整除另一数，这个数就是另一数的约数。如、、、都能整除，因此、、、都是的约数。也叫因数。,一个数能够整除另一数，这个数就是另一数的约数。,名词。一个数能够整除另一数，这个数就是另一数的约数。,2、3、4、6都能整除12，因此2、3、4、6都是12的约数。,59,,,1,,,,,0,0.17,0.49,1.57,1.2,0.13,0.35,0.2,0.56,1.58,1.16,1.55,1.29,7,0.21,0.8451,2,0.03,0.301,1029.66964285714,427.255109476694,0.624128701909489,1.42441460065167,30.0,3.48,1.357694,4,0.0667,266.6716,411.0074,9,54001,83229,0.0197,200.6166,439.7881,2,31236,68475,4.2698,365.0852,1379.7109,56,134,231.5864,498.295,19,6,13,3288,4415,3863,4735,2431.85,2912.75,0,1,25,2.05,1.8,1.0,97949.5348,54697.6872,141201.3825,17904.5738,17904.5738,89637.45,192765.315,91490.8006,192765.315,17904.5738,89637.45,4594.3884,1040.4893,9777.5093,57,125,0,11,342.4833,558.1764,22.5352,821.4678,1.1591,3.6535,-2.2116,0.1501,-0.4359,0.0269,0.00086174,0.00025704,0.967,11.6818181818182,2.80112840589652
253,99,1,结果,jiē//guǒ,jiēguǒ,1,"<entry id=""26139""><hwg><hw>结果</hw><pinyin>jiē//guǒ</pinyin></hwg><def><ps>动</ps>长出果实：<ex>开花～。</ex></def><def>　另见<pinyin>jiéguǒ</pinyin>。</def>",动词。,动词,长出果实。,长出果实。,动词。长出果实。,开花结果。,15,1.0,,1,,,,,0,0.25,0.61,2.5,0.8,0.4,0.52,0.14,0.66,2.42,0.9,2.6,0.7,7085,211.2,3.8503,3268,52.35,3.5143,621.442195121951,164.644808656577,-0.684503930912685,0.564189373724495,2.38095238095238,2.888889,1.368582,6,283.8251,754.2321,1410.3259,38288,152732,285591,307.7219,769.1265,1246.7566,31203,119753,194120,283.8251,2371.6827,2030.215,103,86,1058.1616,1981.2305,17,9,8,3659,3675,3198,2358,2229.7,2489.8,1,10,13,2.55,1.5,1.3,116608.5681,112852.3005,120364.8357,54217.3314,71647.235,54217.3314,175418.8658,175418.8658,162266.9162,71647.235,54217.3314,30691.6219,399.9036,81825.6412,96,86,8,0,798.2135,1722.4092,1289.6442,23.9807,2.6558,1.8936,5.5597,5.9896,113.2517,132.1807,0.3400023100000000,0.15870476,0.9327,8.68181818181818,3.59081319396309
254,99,2,结果,jiéguǒ,jiéguǒ,1,"<entry id=""26356""><hwg><hw>结果<sup>1</sup></hw><pinyin>jiéguǒ</pinyin></hwg><def><num>❶</num> <ps>名</ps>在一定阶段，事物发展所达到的最后状态：<ex>优良的成绩，是长期刻苦学习的～。</ex></def><def><num>❷</num> <ps>连</ps>用在下半句，表示在某种条件或情况下产生某种结局：<ex>经过一番争论，～他还是让步了。</ex></def>",名词。,名词,在一定阶段，事物发展所达到的最后状态。,在一定阶段，事物发展所达到的最后状态。,名词。在一定阶段，事物发展所达到的最后状态。,优良的成绩，是长期刻苦学习的结果。,41,,1.0,1,,,,,0,0.25,0.61,2.5,0.8,0.4,0.52,0.14,0.66,2.42,0.9,2.6,0.7,7085,211.2,3.8503,3268,52.35,3.5143,621.442195121951,164.644808656577,-0.684503930912685,0.564189373724495,2.38095238095238,2.888889,1.368582,6,283.8251,754.2321,1410.3259,38288,152732,285591,307.7219,769.1265,1246.7566,31203,119753,194120,283.8251,2371.6827,2030.215,103,86,1058.1616,1981.2305,17,9,8,3659,3675,3198,2358,2229.7,2489.8,1,10,13,2.55,1.5,1.3,116608.5681,112852.3005,120364.8357,54217.3314,71647.235,54217.3314,175418.8658,175418.8658,162266.9162,71647.235,54217.3314,30691.6219,399.9036,81825.6412,96,86,8,0,798.2135,1722.4092,1289.6442,23.9807,2.6558,1.8936,5.5597,5.9896,113.2517,132.1807,0.3400023100000000,0.15870476,0.9327,8.68181818181818,3.59081319396309
255,99,3,结果,jiéguǒ,jiéguǒ,1,"<entry id=""26356""><hwg><hw>结果<sup>1</sup></hw><pinyin>jiéguǒ</pinyin></hwg><def><num>❶</num> <ps>名</ps>在一定阶段，事物发展所达到的最后状态：<ex>优良的成绩，是长期刻苦学习的～。</ex></def><def><num>❷</num> <ps>连</ps>用在下半句，表示在某种条件或情况下产生某种结局：<ex>经过一番争论，～他还是让步了。</ex></def>",连词。,连词,用在下半句，表示在某种条件或情况下产生某种结局。,用在下半句，表示在某种条件或情况下产生某种结局。,连词。用在下半句，表示在某种条件或情况下产生某种结局。,经过一番争论，结果他还是让步了。,45,,,1,,,,,0,0.25,0.61,2.5,0.8,0.4,0.52,0.14,0.66,2.42,0.9,2.6,0.7,7085,211.2,3.8503,3268,52.35,3.5143,621.442195121951,164.644808656577,-0.684503930912685,0.564189373724495,2.38095238095238,2.888889,1.368582,6,283.8251,754.2321,1410.3259,38288,152732,285591,307.7219,769.1265,1246.7566,31203,119753,194120,283.8251,2371.6827,2030.215,103,86,1058.1616,1981.2305,17,9,8,3659,3675,3198,2358,2229.7,2489.8,1,10,13,2.55,1.5,1.3,116608.5681,112852.3005,120364.8357,54217.3314,71647.235,54217.3314,175418.8658,175418.8658,162266.9162,71647.235,54217.3314,30691.6219,399.9036,81825.6412,96,86,8,0,798.2135,1722.4092,1289.6442,23.9807,2.6558,1.8936,5.5597,5.9896,113.2517,132.1807,0.3400023100000000,0.15870476,0.9327,8.68181818181818,3.59081319396309
256,99,4,结果,jiéguǒ,jiéguǒ,1,"<entry id=""26357""><hwg><hw>结果<sup>2</sup></hw><pinyin>jiéguǒ</pinyin></hwg><def><ps>动</ps>将人杀死（多见于早期白话）。</def><def>　另见<pinyin>jiē</pinyin>//<pinyin>guǒ</pinyin>。</def>",动词。,动词,将人杀死（多见于早期白话）。,将人杀死（多见于早期白话）。,动词。将人杀死（多见于早期白话）。,听说今天结果的一个犯人，便是夏家的孩子。,39,,,0,1.0,,,,0,0.25,0.61,2.5,0.8,0.4,0.52,0.14,0.66,2.42,0.9,2.6,0.7,7085,211.2,3.8503,3268,52.35,3.5143,621.442195121951,164.644808656577,-0.684503930912685,0.564189373724495,2.38095238095238,2.888889,1.368582,6,283.8251,754.2321,1410.3259,38288,152732,285591,307.7219,769.1265,1246.7566,31203,119753,194120,283.8251,2371.6827,2030.215,103,86,1058.1616,1981.2305,17,9,8,3659,3675,3198,2358,2229.7,2489.8,1,10,13,2.55,1.5,1.3,116608.5681,112852.3005,120364.8357,54217.3314,71647.235,54217.3314,175418.8658,175418.8658,162266.9162,71647.235,54217.3314,30691.6219,399.9036,81825.6412,96,86,8,0,798.2135,1722.4092,1289.6442,23.9807,2.6558,1.8936,5.5597,5.9896,113.2517,132.1807,0.3400023100000000,0.15870476,0.9327,8.68181818181818,3.59081319396309
257,100,1,编辑,biānjí,biānjí,1,"<entry id=""02948""><hwg><hw>编辑</hw><pinyin>biānjí</pinyin></hwg><def><ps>动</ps>对资料或现成的作品进行整理、加工：<ex>～部｜～工作。</ex></def>",动词。,动词,对资料或现成的作品进行整理、加工。,对资料或现成的作品进行整理、加工。,动词。对资料或现成的作品进行整理、加工。,编辑部。,26,,,1,,,,,0,0.27,0.6,1.86,1.01,0.27,0.47,0.27,0.7,1.73,1.19,2.0,0.82,635,18.93,2.8028,342,5.48,2.534,659.242682926829,198.300487001727,-0.605434048202583,0.544059247810244,0.0,2.956522,1.065076,6,14.1438,68.1037,51.8321,1908,13791,10496,12.5542,57.5466,55.273,1273,8960,8606,14.1438,1462.1053,2930.6227,46,10,66.0267,71.0007,25,12,13,4342,4425,3788,2838,2694.65,2972.6,2,5,15,1.85,1.65,1.2,191266.6481,198034.2828,177731.3788,63876.8495,63876.8495,71647.235,321278.7324,321278.7324,283815.5226,63876.8495,71647.235,37843.6931,5135.1594,81215.1816,46,10,0,0,78.0356,58.9177,1369.9259,2857.5612,3.418,1.9248,10.0226,10.4186,121.1749,139.0322,0.28601409,0.20250478,0.9867,12.3809523809524,4.74843332559477
258,100,2,编辑,biān·jí,biānjí,1,"<entry id=""02949""><hwg><hw>编辑</hw><pinyin>biān·jí</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 做编辑工作的人。</def><def><num>❷</num> 新闻出版机构中编辑人员的中级专业职称。</def>",名词。,名词,做编辑工作的人。,做编辑工作的人。,名词。做编辑工作的人。,你以为报馆编辑能够让我们说出我们要说的话么？,35,,1.0,0,1.0,,,,0,0.27,0.6,1.86,1.01,0.27,0.47,0.27,0.7,1.73,1.19,2.0,0.82,635,18.93,2.8028,342,5.48,2.534,659.242682926829,198.300487001727,-0.605434048202583,0.544059247810244,0.0,2.956522,1.065076,6,14.1438,68.1037,51.8321,1908,13791,10496,12.5542,57.5466,55.273,1273,8960,8606,14.1438,1462.1053,2930.6227,46,10,66.0267,71.0007,25,12,13,4342,4425,3788,2838,2694.65,2972.6,2,5,15,1.85,1.65,1.2,191266.6481,198034.2828,177731.3788,63876.8495,63876.8495,71647.235,321278.7324,321278.7324,283815.5226,63876.8495,71647.235,37843.6931,5135.1594,81215.1816,46,10,0,0,78.0356,58.9177,1369.9259,2857.5612,3.418,1.9248,10.0226,10.4186,121.1749,139.0322,0.28601409,0.20250478,0.9867,12.3809523809524,4.74843332559477
259,100,3,编辑,biān·jí,biānjí,1,"<entry id=""02949""><hwg><hw>编辑</hw><pinyin>biān·jí</pinyin></hwg><def><ps>名</ps></def><def><num>❶</num> 做编辑工作的人。</def><def><num>❷</num> 新闻出版机构中编辑人员的中级专业职称。</def>",名词。,名词,新闻出版机构中编辑人员的中级专业职称。,新闻出版机构中编辑人员的中级专业职称。,名词。新闻出版机构中编辑人员的中级专业职称。,作为编辑，他的工作对象就是稿件。,40,,,1,,,,,0,0.27,0.6,1.86,1.01,0.27,0.47,0.27,0.7,1.73,1.19,2.0,0.82,635,18.93,2.8028,342,5.48,2.534,659.242682926829,198.300487001727,-0.605434048202583,0.544059247810244,0.0,2.956522,1.065076,6,14.1438,68.1037,51.8321,1908,13791,10496,12.5542,57.5466,55.273,1273,8960,8606,14.1438,1462.1053,2930.6227,46,10,66.0267,71.0007,25,12,13,4342,4425,3788,2838,2694.65,2972.6,2,5,15,1.85,1.65,1.2,191266.6481,198034.2828,177731.3788,63876.8495,63876.8495,71647.235,321278.7324,321278.7324,283815.5226,63876.8495,71647.235,37843.6931,5135.1594,81215.1816,46,10,0,0,78.0356,58.9177,1369.9259,2857.5612,3.418,1.9248,10.0226,10.4186,121.1749,139.0322,0.28601409,0.20250478,0.9867,12.3809523809524,4.74843332559477
