Subject,Word,Sentence1,Sentence2,Sense,Context,POSWord,Stimulus_RT,Stimulus_RESP,Trial,Correctness,correctness,Accuracy,AoA_word,Word_logW,Word_logW_CD,Word_W_million,CLD_Frequency,PMI,PSPMI,TScore,PSTScore,EntropyCharacterFrequencies,SentencePair_id,meaning1,meaning2,meaning1_id,meaning2_id,Sentence1_meaning_type,Sentence2_meaning_type,AoA_meaning1,AoA_meaning2,AoA_rating_diff,AoA_rating_diff_abs,AoA_rating_mean
10,金星,遥远的金星也是天文学家们研究的对象。,帽子上的金星是退伍军人的荣誉象征。,Different,Different,Same,2437,1,185,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,199,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
10,金星,象征着名誉的金星吸引了他的目光。,象征着银河的金星吸引了他的目光。,Different,Same,Same,3479,1,254,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,198,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
10,金星,他一直想要买一个金星奖杯。,他一直想要买一个金星模型。,Different,Same,Same,8159,7,317,Incorrect,0,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,197,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
10,金星,那位老兵胸前佩戴者好几颗金星。,奖牌上的金星象征着运动员的精神。,Same,Different,Same,2747,1,373,Incorrect,0,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,196,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
10,金星,这枚勋章的表面上刻着荣耀的金星。,这枚勋章的表面上刻着褪色的金星。,Same,Same,Same,2953,7,447,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,195,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
10,金星,他们成功用望远镜拍摄到了浩大的金星。,他们的天体研究目标选择了金星。,Same,Different,Same,2221,7,503,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,194,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,遥远的金星也是天文学家们研究的对象。,帽子上的金星是退伍军人的荣誉象征。,Different,Different,Same,2765,1,63,Correct,1,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,199,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,象征着名誉的金星吸引了他的目光。,象征着银河的金星吸引了他的目光。,Different,Same,Same,8114,2,124,Correct,1,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,198,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,他一直想要买一个金星奖杯。,他一直想要买一个金星模型。,Different,Same,Same,5273,1,188,Correct,1,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,197,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,那位老兵胸前佩戴者好几颗金星。,奖牌上的金星象征着运动员的精神。,Same,Different,Same,3789,7,245,Correct,1,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,196,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,这枚勋章的表面上刻着荣耀的金星。,这枚勋章的表面上刻着褪色的金星。,Same,Same,Same,4702,7,310,Correct,1,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,195,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,他们成功用望远镜拍摄到了浩大的金星。,他们的天体研究目标选择了金星。,Same,Different,Same,12219,3,377,Incorrect,0,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,194,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,登陆金星是我们人类伟大的梦想之一。,探索金星是我们人类伟大的梦想之一。,Same,Same,Same,2764,7,444,Correct,1,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,193,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
11,金星,他因为战功卓越而被授予了金星。,金星隐藏的奥秘也代表了宇宙的神秘。,Different,Different,Same,2788,1,497,Correct,1,0.8515625,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,200,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,他因为战功卓越而被授予了金星。,金星隐藏的奥秘也代表了宇宙的神秘。,Different,Different,Same,2789,1,40,Correct,1,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,200,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,遥远的金星也是天文学家们研究的对象。,帽子上的金星是退伍军人的荣誉象征。,Different,Different,Same,1979,1,108,Correct,1,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,199,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,象征着名誉的金星吸引了他的目光。,象征着银河的金星吸引了他的目光。,Different,Same,Same,4936,2,171,Correct,1,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,198,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,他一直想要买一个金星奖杯。,他一直想要买一个金星模型。,Different,Same,Same,3302,2,230,Correct,1,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,197,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,那位老兵胸前佩戴者好几颗金星。,奖牌上的金星象征着运动员的精神。,Same,Different,Same,2692,7,293,Correct,1,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,196,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,这枚勋章的表面上刻着荣耀的金星。,这枚勋章的表面上刻着褪色的金星。,Same,Same,Same,5939,4,364,Uncertain,0,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,195,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,他们成功用望远镜拍摄到了浩大的金星。,他们的天体研究目标选择了金星。,Same,Different,Same,2173,7,423,Correct,1,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,194,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
12,金星,登陆金星是我们人类伟大的梦想之一。,探索金星是我们人类伟大的梦想之一。,Same,Same,Same,1935,7,496,Correct,1,0.86328125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,193,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,遥远的金星也是天文学家们研究的对象。,帽子上的金星是退伍军人的荣誉象征。,Different,Different,Same,2852,1,57,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,199,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,象征着名誉的金星吸引了他的目光。,象征着银河的金星吸引了他的目光。,Different,Same,Same,2568,1,128,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,198,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,他一直想要买一个金星奖杯。,他一直想要买一个金星模型。,Different,Same,Same,2637,1,191,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,197,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,那位老兵胸前佩戴者好几颗金星。,奖牌上的金星象征着运动员的精神。,Same,Different,Same,5652,7,247,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,196,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,这枚勋章的表面上刻着荣耀的金星。,这枚勋章的表面上刻着褪色的金星。,Same,Same,Same,2763,7,307,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,195,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,他们成功用望远镜拍摄到了浩大的金星。,他们的天体研究目标选择了金星。,Same,Different,Same,3247,7,377,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,194,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,登陆金星是我们人类伟大的梦想之一。,探索金星是我们人类伟大的梦想之一。,Same,Same,Same,2638,7,438,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,193,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
13,金星,他因为战功卓越而被授予了金星。,金星隐藏的奥秘也代表了宇宙的神秘。,Different,Different,Same,2306,1,508,Correct,1,0.8828125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,200,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,遥远的金星也是天文学家们研究的对象。,帽子上的金星是退伍军人的荣誉象征。,Different,Different,Same,6492,1,40,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,199,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,象征着名誉的金星吸引了他的目光。,象征着银河的金星吸引了他的目光。,Different,Same,Same,6508,2,103,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,198,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,他一直想要买一个金星奖杯。,他一直想要买一个金星模型。,Different,Same,Same,3845,2,164,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,197,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,那位老兵胸前佩戴者好几颗金星。,奖牌上的金星象征着运动员的精神。,Same,Different,Same,7790,6,230,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,196,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,这枚勋章的表面上刻着荣耀的金星。,这枚勋章的表面上刻着褪色的金星。,Same,Same,Same,4784,6,296,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,195,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,他们成功用望远镜拍摄到了浩大的金星。,他们的天体研究目标选择了金星。,Same,Different,Same,2318,7,360,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,194,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,登陆金星是我们人类伟大的梦想之一。,探索金星是我们人类伟大的梦想之一。,Same,Same,Same,2990,7,430,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,193,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
14,金星,他因为战功卓越而被授予了金星。,金星隐藏的奥秘也代表了宇宙的神秘。,Different,Different,Same,2493,1,495,Correct,1,0.892578125,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,200,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,那位老兵胸前佩戴者好几颗金星。,奖牌上的金星象征着运动员的精神。,Same,Different,Same,7601,6,5,Correct,1,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,196,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,这枚勋章的表面上刻着荣耀的金星。,这枚勋章的表面上刻着褪色的金星。,Same,Same,Same,3940,7,79,Correct,1,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,195,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,他们成功用望远镜拍摄到了浩大的金星。,他们的天体研究目标选择了金星。,Same,Different,Same,4648,7,132,Correct,1,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,194,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,登陆金星是我们人类伟大的梦想之一。,探索金星是我们人类伟大的梦想之一。,Same,Same,Same,3214,7,202,Correct,1,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,193,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,他因为战功卓越而被授予了金星。,金星隐藏的奥秘也代表了宇宙的神秘。,Different,Different,Same,3528,1,259,Correct,1,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,200,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,遥远的金星也是天文学家们研究的对象。,帽子上的金星是退伍军人的荣誉象征。,Different,Different,Same,6124,1,325,Correct,1,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,199,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,象征着名誉的金星吸引了他的目光。,象征着银河的金星吸引了他的目光。,Different,Same,Same,10383,2,386,Correct,1,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,198,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
15,金星,他一直想要买一个金星奖杯。,他一直想要买一个金星模型。,Different,Same,Same,5080,6,459,Incorrect,0,0.8359375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,197,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,遥远的金星也是天文学家们研究的对象。,帽子上的金星是退伍军人的荣誉象征。,Different,Different,Same,5567,1,45,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,199,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,象征着名誉的金星吸引了他的目光。,象征着银河的金星吸引了他的目光。,Different,Same,Same,6658,1,98,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,198,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,他一直想要买一个金星奖杯。,他一直想要买一个金星模型。,Different,Same,Same,6668,2,173,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,197,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense2,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,那位老兵胸前佩戴者好几颗金星。,奖牌上的金星象征着运动员的精神。,Same,Different,Same,2849,7,229,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,196,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,这枚勋章的表面上刻着荣耀的金星。,这枚勋章的表面上刻着褪色的金星。,Same,Same,Same,5825,7,303,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,195,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense2,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,他们成功用望远镜拍摄到了浩大的金星。,他们的天体研究目标选择了金星。,Same,Different,Same,8400,7,355,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,194,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,登陆金星是我们人类伟大的梦想之一。,探索金星是我们人类伟大的梦想之一。,Same,Same,Same,7963,7,420,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,193,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense1,sense1,4.74,4.2,0.54,0.54,4.470000000000001
16,金星,他因为战功卓越而被授予了金星。,金星隐藏的奥秘也代表了宇宙的神秘。,Different,Different,Same,3532,1,487,Correct,1,0.90234375,14.5714285714286,1.5563,1.4472,1.07,2.5204,1.1606,2.8665,1.3119,3.6994,0.9999,200,名词。太阳系八大行星之一，按离太阳由近而远的次序计为第二颗,名词。金黄色的五角星,1389,1390,sense2,sense1,4.74,4.2,0.54,0.54,4.470000000000001
